"user_id;""email"";""marketing_optin"";""chain_id"";""is_recurrence"";""is_all_user"""
"9000153;""dummy94496@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000154;""dummy33758@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000155;""dummy65229@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000156;""dummy51089@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000157;""dummy61814@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000158;""dummy94919@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000159;""dummy62731@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000160;""dummy21879@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000161;""dummy23771@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000162;""dummy7037@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000163;""dummy46552@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000164;""dummy18354@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000165;""dummy29947@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000166;""dummy1664@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000167;""dummy14204@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000168;""dummy34241@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000169;""dummy49171@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000170;""dummy55220@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000171;""dummy43132@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000172;""dummy42665@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000173;""dummy89505@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000174;""dummy62580@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000175;""dummy14058@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000176;""dummy32545@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000177;""dummy6401@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000178;""dummy36309@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000179;""dummy67026@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000180;""dummy26357@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000181;""dummy48910@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000182;""dummy89952@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000183;""dummy56435@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000184;""dummy78268@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000185;""dummy22723@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000186;""dummy27680@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000187;""dummy46556@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000188;""dummy78755@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000189;""dummy955@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000190;""dummy71225@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000191;""dummy8583@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000192;""dummy90154@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000193;""dummy77316@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000194;""dummy9534@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000195;""dummy76365@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000196;""dummy91427@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000197;""dummy51210@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000198;""dummy90376@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000199;""dummy39223@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000200;""dummy58357@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000201;""dummy19955@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000202;""dummy51570@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000203;""dummy52171@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000204;""dummy44662@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000205;""dummy7527@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000206;""dummy35783@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000207;""dummy47263@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000208;""dummy41324@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000209;""dummy99726@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000210;""dummy87202@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000211;""dummy38846@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000212;""dummy39177@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000213;""dummy17515@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000214;""dummy97527@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000215;""dummy71184@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000216;""dummy12396@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000217;""dummy96392@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000218;""dummy43084@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000219;""dummy11555@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000220;""dummy14258@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000221;""dummy28835@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000222;""dummy84655@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000223;""dummy69330@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000224;""dummy10976@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000225;""dummy44225@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000226;""dummy17417@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000227;""dummy69875@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000228;""dummy90395@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000229;""dummy502@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000230;""dummy88221@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000231;""dummy8182@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000232;""dummy12334@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000233;""dummy18513@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000234;""dummy18500@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000235;""dummy93216@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000236;""dummy81502@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000237;""dummy8391@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000238;""dummy69458@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000239;""dummy87243@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000240;""dummy25129@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000241;""dummy57880@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000242;""dummy27467@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000243;""dummy79457@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000244;""dummy67685@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000245;""dummy50924@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000246;""dummy34303@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000247;""dummy28481@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000248;""dummy26239@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000249;""dummy62802@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000250;""dummy83604@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000251;""dummy92226@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000252;""dummy97100@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000253;""dummy14053@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000254;""dummy83056@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000255;""dummy89899@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000256;""dummy93122@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000257;""dummy82803@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000258;""dummy56771@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000259;""dummy29936@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000260;""dummy69014@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000261;""dummy43986@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000262;""dummy95688@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000263;""dummy11158@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000264;""dummy91326@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000265;""dummy49921@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000266;""dummy38947@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000267;""dummy61302@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000268;""dummy94524@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000269;""dummy5658@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000270;""dummy90029@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000271;""dummy12470@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000272;""dummy46525@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000273;""dummy34065@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000274;""dummy97413@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000275;""dummy7160@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000276;""dummy2454@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000277;""dummy18576@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000278;""dummy77285@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000279;""dummy208@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000280;""dummy73373@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000281;""dummy14962@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000282;""dummy86341@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000283;""dummy10223@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000284;""dummy80664@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000285;""dummy38360@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000286;""dummy33786@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000287;""dummy7257@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000288;""dummy62849@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000289;""dummy33456@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000290;""dummy74600@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000291;""dummy5994@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000292;""dummy45812@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000293;""dummy36845@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000294;""dummy98068@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000295;""dummy98061@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000296;""dummy37976@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000297;""dummy48522@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000298;""dummy19964@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000299;""dummy75815@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000300;""dummy78106@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000301;""dummy31846@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000302;""dummy74105@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000303;""dummy69235@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000304;""dummy25178@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000305;""dummy3677@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000306;""dummy52557@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000307;""dummy59350@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000308;""dummy98494@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000309;""dummy98540@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000310;""dummy69705@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000311;""dummy55028@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000312;""dummy96182@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000313;""dummy84755@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000314;""dummy91109@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000315;""dummy14866@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000316;""dummy52019@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000317;""dummy64616@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000318;""dummy6376@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000319;""dummy88779@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000320;""dummy96289@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000321;""dummy85498@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000322;""dummy7563@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000323;""dummy9430@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000324;""dummy71125@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000325;""dummy7716@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000326;""dummy39806@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000327;""dummy35558@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000328;""dummy25840@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000329;""dummy50853@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000330;""dummy16724@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000331;""dummy43105@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000332;""dummy15911@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000333;""dummy46827@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000334;""dummy22374@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000335;""dummy42198@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000336;""dummy35736@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000337;""dummy54854@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000338;""dummy58074@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000339;""dummy48142@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000340;""dummy96536@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000341;""dummy37253@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000342;""dummy8682@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000343;""dummy98992@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000344;""dummy22439@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000345;""dummy74901@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000346;""dummy79171@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000347;""dummy64801@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000348;""dummy81942@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000349;""dummy99287@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000350;""dummy60153@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000351;""dummy59677@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000352;""dummy13518@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000353;""dummy93732@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000354;""dummy40412@slickeats.com"";""false"";""17"";""yes"";""yes"""
"9000355;""dummy7655@slickeats.com"";""false"";""17"";""yes"";""yes"""
